,0,1,2
11569,R-HSA-5696398,Nucleotide Excision Repair,Homo sapiens
11570,R-HSA-8956321,Nucleotide salvage,Homo sapiens
11571,R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",Homo sapiens
11572,R-HSA-418038,Nucleotide-like (purinergic) receptors,Homo sapiens
11573,R-HSA-5173214,O-glycosylation of TSR domain-containing proteins,Homo sapiens
11574,R-HSA-5173105,O-linked glycosylation,Homo sapiens
11575,R-HSA-913709,O-linked glycosylation of mucins,Homo sapiens
11576,R-HSA-1480926,O2/CO2 exchange in erythrocytes,Homo sapiens
11577,R-HSA-8983711,OAS antiviral response,Homo sapiens
11578,R-HSA-9673163,Oleoyl-phe metabolism,Homo sapiens
11579,R-HSA-381753,Olfactory Signaling Pathway,Homo sapiens
11580,R-HSA-190704,Oligomerization of connexins into connexons,Homo sapiens
11581,R-HSA-2559585,Oncogene Induced Senescence,Homo sapiens
11582,R-HSA-6802957,Oncogenic MAPK signaling,Homo sapiens
11583,R-HSA-111885,Opioid Signalling,Homo sapiens
11584,R-HSA-419771,Opsins,Homo sapiens
11585,R-HSA-68949,Orc1 removal from chromatin,Homo sapiens
11586,R-HSA-389397,Orexin and neuropeptides FF and QRFP bind to their respective receptors,Homo sapiens
11587,R-HSA-1852241,Organelle biogenesis and maintenance,Homo sapiens
11588,R-HSA-561048,Organic anion transport,Homo sapiens
11589,R-HSA-428643,Organic anion transporters,Homo sapiens
11590,R-HSA-549127,Organic cation transport,Homo sapiens
11591,R-HSA-549132,Organic cation/anion/zwitterion transport,Homo sapiens
11592,R-HSA-449836,Other interleukin signaling,Homo sapiens
11593,R-HSA-416700,Other semaphorin interactions,Homo sapiens
11594,R-HSA-5689896,Ovarian tumor domain proteases,Homo sapiens
11595,R-HSA-2559580,Oxidative Stress Induced Senescence,Homo sapiens
11596,R-HSA-1234176,Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha,Homo sapiens
11597,R-HSA-417957,P2Y receptors,Homo sapiens
11598,R-HSA-141334,PAOs oxidise polyamines to amines,Homo sapiens
11599,R-HSA-5651801,PCNA-Dependent Long Patch Base Excision Repair,Homo sapiens
11600,R-HSA-4086400,PCP/CE pathway,Homo sapiens
11601,R-HSA-389948,PD-1 signaling,Homo sapiens
11602,R-HSA-165160,PDE3B signalling,Homo sapiens
11603,R-HSA-9674428,PDGFR mutants bind TKIs,Homo sapiens
11604,R-HSA-210990,PECAM1 interactions,Homo sapiens
11605,R-HSA-381042,PERK regulates gene expression,Homo sapiens
11606,R-HSA-1483255,PI Metabolism,Homo sapiens
11607,R-HSA-1483196,PI and PC transport between ER and Golgi membranes,Homo sapiens
11608,R-HSA-5654689,PI-3K cascade:FGFR1,Homo sapiens
11609,R-HSA-5654695,PI-3K cascade:FGFR2,Homo sapiens
11610,R-HSA-5654710,PI-3K cascade:FGFR3,Homo sapiens
11611,R-HSA-5654720,PI-3K cascade:FGFR4,Homo sapiens
11612,R-HSA-109704,PI3K Cascade,Homo sapiens
11613,R-HSA-1963642,PI3K events in ERBB2 signaling,Homo sapiens
11614,R-HSA-1250342,PI3K events in ERBB4 signaling,Homo sapiens
11615,R-HSA-2219528,PI3K/AKT Signaling in Cancer,Homo sapiens
11616,R-HSA-198203,PI3K/AKT activation,Homo sapiens
11617,R-HSA-6811555,PI5P Regulates TP53 Acetylation,Homo sapiens
11618,R-HSA-6811558,"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling",Homo sapiens
11619,R-HSA-1257604,PIP3 activates AKT signaling,Homo sapiens
11620,R-HSA-1660510,PIPs transport between Golgi and plasma membranes,Homo sapiens
11621,R-HSA-1660502,PIPs transport between early and late endosome membranes,Homo sapiens
11622,R-HSA-1660537,PIPs transport between early endosome and Golgi membranes,Homo sapiens
11623,R-HSA-1660508,PIPs transport between late endosome and Golgi membranes,Homo sapiens
11624,R-HSA-1660524,PIPs transport between plasma and early endosome membranes,Homo sapiens
11625,R-HSA-5601884,PIWI-interacting RNA (piRNA) biogenesis,Homo sapiens
11626,R-HSA-163615,PKA activation,Homo sapiens
11627,R-HSA-164378,PKA activation in glucagon signalling,Homo sapiens
11628,R-HSA-111931,PKA-mediated phosphorylation of CREB,Homo sapiens
11629,R-HSA-163358,PKA-mediated phosphorylation of key metabolic factors,Homo sapiens
11630,R-HSA-109703,PKB-mediated events,Homo sapiens
11631,R-HSA-3214841,PKMTs methylate histone lysines,Homo sapiens
11632,R-HSA-112043,PLC beta mediated events,Homo sapiens
11633,R-HSA-167021,PLC-gamma1 signalling,Homo sapiens
11634,R-HSA-1251932,PLCG1 events in ERBB2 signaling,Homo sapiens
11635,R-HSA-110362,POLB-Dependent Long Patch Base Excision Repair,Homo sapiens
11636,R-HSA-2892247,"POU5F1 (OCT4), SOX2, NANOG activate genes related to proliferation",Homo sapiens
11637,R-HSA-2892245,"POU5F1 (OCT4), SOX2, NANOG repress genes related to differentiation",Homo sapiens
11638,R-HSA-163767,PP2A-mediated dephosphorylation of key metabolic factors,Homo sapiens
11639,R-HSA-1989781,PPARA activates gene expression,Homo sapiens
11640,R-HSA-212300,PRC2 methylates histones and DNA,Homo sapiens
11641,R-HSA-5674404,PTEN Loss of Function in Cancer,Homo sapiens
11642,R-HSA-6807070,PTEN Regulation,Homo sapiens
11643,R-HSA-8849474,PTK6 Activates STAT3,Homo sapiens
11644,R-HSA-8849472,PTK6 Down-Regulation,Homo sapiens
11645,R-HSA-8849473,PTK6 Expression,Homo sapiens
11646,R-HSA-8849470,PTK6 Regulates Cell Cycle,Homo sapiens
11647,R-HSA-8849468,PTK6 Regulates Proteins Involved in RNA Processing,Homo sapiens
11648,R-HSA-8849471,"PTK6 Regulates RHO GTPases, RAS GTPase and MAP kinases",Homo sapiens
11649,R-HSA-8849469,PTK6 Regulates RTKs and Their Effectors AKT1 and DOK1,Homo sapiens
11650,R-HSA-8857538,PTK6 promotes HIF1A stabilization,Homo sapiens
11651,R-HSA-171306,Packaging Of Telomere Ends,Homo sapiens
11652,R-HSA-168303,Packaging of Eight RNA Segments,Homo sapiens
11653,R-HSA-6802955,Paradoxical activation of RAF signaling by kinase inactive BRAF,Homo sapiens
11654,R-HSA-9664407,Parasite infection,Homo sapiens
11655,R-HSA-432047,Passive transport by Aquaporins,Homo sapiens
11656,R-HSA-167290,Pausing and recovery of HIV elongation,Homo sapiens
11657,R-HSA-167238,Pausing and recovery of Tat-mediated HIV elongation,Homo sapiens
11658,R-HSA-71336,Pentose phosphate pathway,Homo sapiens
11659,R-HSA-6791465,Pentose phosphate pathway disease,Homo sapiens
11660,R-HSA-156902,Peptide chain elongation,Homo sapiens
11661,R-HSA-209952,Peptide hormone biosynthesis,Homo sapiens
11662,R-HSA-2980736,Peptide hormone metabolism,Homo sapiens
11663,R-HSA-375276,Peptide ligand-binding receptors,Homo sapiens
11664,R-HSA-390918,Peroxisomal lipid metabolism,Homo sapiens
11665,R-HSA-9033241,Peroxisomal protein import,Homo sapiens
11666,R-HSA-9005895,Pervasive developmental disorders,Homo sapiens
11667,R-HSA-9664873,Pexophagy,Homo sapiens
11668,R-HSA-9637698,Phagocyte cell death caused by cytosolic Mtb,Homo sapiens
11669,R-HSA-5576892,Phase 0 - rapid depolarisation,Homo sapiens
11670,R-HSA-5576894,Phase 1 - inactivation of fast Na+ channels,Homo sapiens
11671,R-HSA-5576893,Phase 2 - plateau phase,Homo sapiens
11672,R-HSA-5576890,Phase 3 - rapid repolarisation,Homo sapiens
11673,R-HSA-5576886,Phase 4 - resting membrane potential,Homo sapiens
11674,R-HSA-211945,Phase I - Functionalization of compounds,Homo sapiens
11675,R-HSA-156580,Phase II - Conjugation of compounds,Homo sapiens
11676,R-HSA-8963691,Phenylalanine and tyrosine metabolism,Homo sapiens
11677,R-HSA-8964208,Phenylalanine metabolism,Homo sapiens
11678,R-HSA-2160456,Phenylketonuria,Homo sapiens
11679,R-HSA-8850843,Phosphate bond hydrolysis by NTPDase proteins,Homo sapiens
11680,R-HSA-2393930,Phosphate bond hydrolysis by NUDT proteins,Homo sapiens
11681,R-HSA-5654219,Phospholipase C-mediated cascade: FGFR1,Homo sapiens
11682,R-HSA-5654221,Phospholipase C-mediated cascade; FGFR2,Homo sapiens
11683,R-HSA-5654227,Phospholipase C-mediated cascade; FGFR3,Homo sapiens
11684,R-HSA-5654228,Phospholipase C-mediated cascade; FGFR4,Homo sapiens
11685,R-HSA-1483257,Phospholipid metabolism,Homo sapiens
11686,R-HSA-202427,Phosphorylation of CD3 and TCR zeta chains,Homo sapiens
11687,R-HSA-176417,Phosphorylation of Emi1,Homo sapiens
11688,R-HSA-69200,Phosphorylation of proteins involved in G1/S transition by active Cyclin E:Cdk2 complexes,Homo sapiens
11689,R-HSA-170145,Phosphorylation of proteins involved in the G2/M transition by Cyclin A:Cdc2 complexes,Homo sapiens
11690,R-HSA-176412,Phosphorylation of the APC/C,Homo sapiens
11691,R-HSA-5578768,Physiological factors,Homo sapiens
11692,R-HSA-5205685,Pink/Parkin Mediated Mitophagy,Homo sapiens
11693,R-HSA-8963898,Plasma lipoprotein assembly,Homo sapiens
11694,R-HSA-174824,"Plasma lipoprotein assembly, remodeling, and clearance",Homo sapiens
11695,R-HSA-8964043,Plasma lipoprotein clearance,Homo sapiens
11696,R-HSA-8963899,Plasma lipoprotein remodeling,Homo sapiens
11697,R-HSA-75896,Plasmalogen biosynthesis,Homo sapiens
11698,R-HSA-75892,Platelet Adhesion to exposed collagen,Homo sapiens
11699,R-HSA-76009,Platelet Aggregation (Plug Formation),Homo sapiens
11700,R-HSA-76002,"Platelet activation, signaling and aggregation",Homo sapiens
11701,R-HSA-418360,Platelet calcium homeostasis,Homo sapiens
11702,R-HSA-114608,Platelet degranulation ,Homo sapiens
11703,R-HSA-418346,Platelet homeostasis,Homo sapiens
11704,R-HSA-432142,Platelet sensitization by LDL,Homo sapiens
11705,R-HSA-164525,Plus-strand DNA synthesis,Homo sapiens
11706,R-HSA-156711,Polo-like kinase mediated events,Homo sapiens
11707,R-HSA-69091,Polymerase switching,Homo sapiens
11708,R-HSA-174411,Polymerase switching on the C-strand of the telomere,Homo sapiens
11709,R-HSA-5250913,Positive epigenetic regulation of rRNA expression,Homo sapiens
11710,R-HSA-438064,Post NMDA receptor activation events,Homo sapiens
11711,R-HSA-389977,Post-chaperonin tubulin folding pathway,Homo sapiens
11712,R-HSA-426496,Post-transcriptional silencing by small RNAs,Homo sapiens
11713,R-HSA-163125,Post-translational modification: synthesis of GPI-anchored proteins,Homo sapiens
11714,R-HSA-597592,Post-translational protein modification,Homo sapiens
11715,R-HSA-8957275,Post-translational protein phosphorylation,Homo sapiens
11716,R-HSA-9615933,Postmitotic nuclear pore complex (NPC) reformation,Homo sapiens
11717,R-HSA-622327,Postsynaptic nicotinic acetylcholine receptors,Homo sapiens
11718,R-HSA-1296071,Potassium Channels,Homo sapiens
11719,R-HSA-1296067,Potassium transport channels,Homo sapiens
11720,R-HSA-1912422,Pre-NOTCH Expression and Processing,Homo sapiens
11721,R-HSA-1912420,Pre-NOTCH Processing in Golgi,Homo sapiens
11722,R-HSA-1912399,Pre-NOTCH Processing in the Endoplasmic Reticulum,Homo sapiens
11723,R-HSA-1912408,Pre-NOTCH Transcription and Translation,Homo sapiens
11724,R-HSA-389957,Prefoldin mediated transfer of substrate  to CCT/TriC,Homo sapiens
11725,R-HSA-196108,Pregnenolone biosynthesis,Homo sapiens
11726,R-HSA-112308,Presynaptic depolarization and calcium channel opening,Homo sapiens
11727,R-HSA-500657,Presynaptic function of Kainate receptors,Homo sapiens
11728,R-HSA-622323,Presynaptic nicotinic acetylcholine receptors,Homo sapiens
11729,R-HSA-5693616,Presynaptic phase of homologous DNA pairing and strand exchange,Homo sapiens
11730,R-HSA-9636383,Prevention of phagosomal-lysosomal fusion,Homo sapiens
11731,R-HSA-3215018,Processing and activation of SUMO,Homo sapiens
11732,R-HSA-72203,Processing of Capped Intron-Containing Pre-mRNA,Homo sapiens
11733,R-HSA-75067,Processing of Capped Intronless Pre-mRNA,Homo sapiens
11734,R-HSA-5693607,Processing of DNA double-strand break ends,Homo sapiens
11735,R-HSA-77595,Processing of Intronless Pre-mRNAs,Homo sapiens
11736,R-HSA-8949664,Processing of SMDT1,Homo sapiens
11737,R-HSA-174414,Processive synthesis on the C-strand of the telomere,Homo sapiens
11738,R-HSA-69183,Processive synthesis on the lagging strand,Homo sapiens
11739,R-HSA-5357801,Programmed Cell Death,Homo sapiens
11740,R-HSA-964827,"Progressive trimming of alpha-1,2-linked mannose residues from Man9/8/7GlcNAc2 to produce Man5GlcNAc2",Homo sapiens
11741,R-HSA-1170546,Prolactin receptor signaling,Homo sapiens
11742,R-HSA-70688,Proline catabolism,Homo sapiens
11743,R-HSA-169893,Prolonged ERK activation events,Homo sapiens
11744,R-HSA-71032,Propionyl-CoA catabolism,Homo sapiens
11745,R-HSA-392851,Prostacyclin signalling through prostacyclin receptor,Homo sapiens
11746,R-HSA-391908,Prostanoid ligand receptors,Homo sapiens
11747,R-HSA-391251,Protein folding,Homo sapiens
11748,R-HSA-9609507,Protein localization,Homo sapiens
11749,R-HSA-8876725,Protein methylation,Homo sapiens
11750,R-HSA-5676934,Protein repair,Homo sapiens
11751,R-HSA-8852135,Protein ubiquitination,Homo sapiens
11752,R-HSA-6794362,Protein-protein interactions at synapses,Homo sapiens
11753,R-HSA-433692,Proton-coupled monocarboxylate transport,Homo sapiens
11754,R-HSA-428559,Proton-coupled neutral amino acid transporters,Homo sapiens
11755,R-HSA-427975,Proton/oligopeptide cotransporters,Homo sapiens
11756,R-HSA-74259,Purine catabolism,Homo sapiens
11757,R-HSA-73817,Purine ribonucleoside monophosphate biosynthesis,Homo sapiens
11758,R-HSA-74217,Purine salvage,Homo sapiens
11759,R-HSA-9660826,Purinergic signaling in leishmaniasis infection,Homo sapiens
11760,R-HSA-500753,Pyrimidine biosynthesis,Homo sapiens
11761,R-HSA-73621,Pyrimidine catabolism,Homo sapiens
11762,R-HSA-73614,Pyrimidine salvage,Homo sapiens
11763,R-HSA-71737,Pyrophosphate hydrolysis,Homo sapiens
11764,R-HSA-70268,Pyruvate metabolism,Homo sapiens
11765,R-HSA-71406,Pyruvate metabolism and Citric Acid (TCA) cycle,Homo sapiens
11766,R-HSA-5365859,RA biosynthesis pathway,Homo sapiens
11767,R-HSA-8876198,RAB GEFs exchange GTP for GDP on RABs,Homo sapiens
11768,R-HSA-8873719,RAB geranylgeranylation,Homo sapiens
11769,R-HSA-5673000,RAF activation,Homo sapiens
11770,R-HSA-112409,RAF-independent MAPK1/3 activation,Homo sapiens
11771,R-HSA-5673001,RAF/MAP kinase cascade,Homo sapiens
11772,R-HSA-9649913,RAS GTPase cycle mutants,Homo sapiens
11773,R-HSA-6802953,RAS signaling downstream of NF1 loss-of-function variants,Homo sapiens
11774,R-HSA-8853659,RET signaling,Homo sapiens
11775,R-HSA-195258,RHO GTPase Effectors,Homo sapiens
11776,R-HSA-5663220,RHO GTPases Activate Formins,Homo sapiens
11777,R-HSA-5668599,RHO GTPases Activate NADPH Oxidases,Homo sapiens
11778,R-HSA-5627117,RHO GTPases Activate ROCKs,Homo sapiens
11779,R-HSA-5666185,RHO GTPases Activate Rhotekin and Rhophilins,Homo sapiens
11780,R-HSA-5663213,RHO GTPases Activate WASPs and WAVEs,Homo sapiens
11781,R-HSA-5625900,RHO GTPases activate CIT,Homo sapiens
11782,R-HSA-5626467,RHO GTPases activate IQGAPs,Homo sapiens
11783,R-HSA-5625970,RHO GTPases activate KTN1,Homo sapiens
11784,R-HSA-5627123,RHO GTPases activate PAKs,Homo sapiens
11785,R-HSA-5625740,RHO GTPases activate PKNs,Homo sapiens
11786,R-HSA-5627083,RHO GTPases regulate CFTR trafficking,Homo sapiens
11787,R-HSA-1810476,RIP-mediated NFkB activation via ZBP1,Homo sapiens
11788,R-HSA-5213460,RIPK1-mediated regulated necrosis,Homo sapiens
11789,R-HSA-3214858,RMTs methylate histone arginines,Homo sapiens
11790,R-HSA-77075,RNA Pol II CTD phosphorylation and interaction with CE,Homo sapiens
11791,R-HSA-167160,RNA Pol II CTD phosphorylation and interaction with CE during HIV infection,Homo sapiens
11792,R-HSA-73854,RNA Polymerase I Promoter Clearance,Homo sapiens
11793,R-HSA-73772,RNA Polymerase I Promoter Escape,Homo sapiens
11794,R-HSA-73728,RNA Polymerase I Promoter Opening,Homo sapiens
11795,R-HSA-73864,RNA Polymerase I Transcription,Homo sapiens
11796,R-HSA-73762,RNA Polymerase I Transcription Initiation,Homo sapiens
11797,R-HSA-73863,RNA Polymerase I Transcription Termination,Homo sapiens
11798,R-HSA-167162,RNA Polymerase II HIV Promoter Escape,Homo sapiens
11799,R-HSA-674695,RNA Polymerase II Pre-transcription Events,Homo sapiens
11800,R-HSA-73776,RNA Polymerase II Promoter Escape,Homo sapiens
11801,R-HSA-73857,RNA Polymerase II Transcription,Homo sapiens
11802,R-HSA-75955,RNA Polymerase II Transcription Elongation,Homo sapiens
11803,R-HSA-75953,RNA Polymerase II Transcription Initiation,Homo sapiens
11804,R-HSA-76042,RNA Polymerase II Transcription Initiation And Promoter Clearance,Homo sapiens
11805,R-HSA-73779,RNA Polymerase II Transcription Pre-Initiation And Promoter Opening,Homo sapiens
11806,R-HSA-73856,RNA Polymerase II Transcription Termination,Homo sapiens
11807,R-HSA-749476,RNA Polymerase III Abortive And Retractive Initiation,Homo sapiens
11808,R-HSA-73780,RNA Polymerase III Chain Elongation,Homo sapiens
11809,R-HSA-74158,RNA Polymerase III Transcription,Homo sapiens
11810,R-HSA-76046,RNA Polymerase III Transcription Initiation,Homo sapiens
11811,R-HSA-76061,RNA Polymerase III Transcription Initiation From Type 1 Promoter,Homo sapiens
11812,R-HSA-76066,RNA Polymerase III Transcription Initiation From Type 2 Promoter,Homo sapiens
11813,R-HSA-76071,RNA Polymerase III Transcription Initiation From Type 3 Promoter,Homo sapiens
11814,R-HSA-73980,RNA Polymerase III Transcription Termination,Homo sapiens
11815,R-HSA-6807505,RNA polymerase II transcribes snRNA genes,Homo sapiens
11816,R-HSA-5340588,RNF mutants show enhanced WNT signaling and proliferation,Homo sapiens
11817,R-HSA-9010642,ROBO receptors bind AKAP5,Homo sapiens
11818,R-HSA-1368082,RORA activates gene expression,Homo sapiens
11819,R-HSA-1222556,ROS and RNS production in phagocytes,Homo sapiens
11820,R-HSA-5659996,RPIA deficiency: failed conversion of R5P to RU5P,Homo sapiens
11821,R-HSA-6791461,RPIA deficiency: failed conversion of RU5P to R5P,Homo sapiens
11822,R-HSA-444257,RSK activation,Homo sapiens
11823,R-HSA-8877330,RUNX1 and FOXP3 control the development of regulatory T lymphocytes (Tregs),Homo sapiens
11824,R-HSA-8939243,RUNX1 interacts with co-factors whose precise effect on RUNX1 targets is not known,Homo sapiens
11825,R-HSA-8931987,RUNX1 regulates estrogen receptor mediated transcription,Homo sapiens
11826,R-HSA-8935964,RUNX1 regulates expression of components of tight junctions,Homo sapiens
11827,R-HSA-8936459,RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function,Homo sapiens
11828,R-HSA-8939245,RUNX1 regulates transcription of genes involved in BCR signaling,Homo sapiens
11829,R-HSA-8939256,RUNX1 regulates transcription of genes involved in WNT signaling,Homo sapiens
11830,R-HSA-8939236,RUNX1 regulates transcription of genes involved in differentiation of HSCs,Homo sapiens
11831,R-HSA-8939242,RUNX1 regulates transcription of genes involved in differentiation of keratinocytes,Homo sapiens
11832,R-HSA-8939246,RUNX1 regulates transcription of genes involved in differentiation of myeloid cells,Homo sapiens
11833,R-HSA-8939247,RUNX1 regulates transcription of genes involved in interleukin signaling,Homo sapiens
11834,R-HSA-8941326,RUNX2 regulates bone development,Homo sapiens
11835,R-HSA-8941284,RUNX2 regulates chondrocyte maturation,Homo sapiens
11836,R-HSA-8941332,RUNX2 regulates genes involved in cell migration,Homo sapiens
11837,R-HSA-8941333,RUNX2 regulates genes involved in differentiation of myeloid cells,Homo sapiens
11838,R-HSA-8940973,RUNX2 regulates osteoblast differentiation,Homo sapiens
11839,R-HSA-8949275,RUNX3 Regulates Immune Response and Cell Migration,Homo sapiens
11840,R-HSA-8952158,RUNX3 regulates BCL2L11 (BIM) transcription,Homo sapiens
11841,R-HSA-8941855,RUNX3 regulates CDKN1A transcription,Homo sapiens
11842,R-HSA-8941856,RUNX3 regulates NOTCH signaling,Homo sapiens
11843,R-HSA-8951911,RUNX3 regulates RUNX1-mediated transcription,Homo sapiens
11844,R-HSA-8951430,RUNX3 regulates WNT signaling,Homo sapiens
11845,R-HSA-8951671,RUNX3 regulates YAP1-mediated transcription,Homo sapiens
11846,R-HSA-8951936,RUNX3 regulates p14-ARF,Homo sapiens
11847,R-HSA-9007101,Rab regulation of trafficking,Homo sapiens
11848,R-HSA-392517,Rap1 signalling,Homo sapiens
11849,R-HSA-442982,Ras activation upon Ca2+ influx through NMDA receptor,Homo sapiens
11850,R-HSA-975578,Reactions specific to the complex N-glycan synthesis pathway,Homo sapiens
11851,R-HSA-975574,Reactions specific to the hybrid N-glycan synthesis pathway,Homo sapiens
11852,R-HSA-8934903,Receptor Mediated Mitophagy,Homo sapiens
11853,R-HSA-388844,Receptor-type tyrosine-protein phosphatases,Homo sapiens
11854,R-HSA-110330,Recognition and association of DNA glycosylase with site containing an affected purine,Homo sapiens
11855,R-HSA-110328,Recognition and association of DNA glycosylase with site containing an affected pyrimidine,Homo sapiens
11856,R-HSA-110314,Recognition of DNA damage by PCNA-containing replication complex,Homo sapiens
11857,R-HSA-5693565,Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks,Homo sapiens
11858,R-HSA-380320,Recruitment of NuMA to mitotic centrosomes,Homo sapiens
11859,R-HSA-380270,Recruitment of mitotic centrosome proteins and complexes,Homo sapiens
11860,R-HSA-159418,Recycling of bile acids and salts,Homo sapiens
11861,R-HSA-72731,Recycling of eIF2:GDP,Homo sapiens
11862,R-HSA-437239,Recycling pathway of L1,Homo sapiens
11863,R-HSA-418359,Reduction of cytosolic Ca++ levels,Homo sapiens
11864,R-HSA-8866376,Reelin signalling pathway,Homo sapiens
11865,R-HSA-9674403,Regorafenib-resistant PDGFR mutants,Homo sapiens
11866,R-HSA-5218859,Regulated Necrosis,Homo sapiens
11867,R-HSA-193692,Regulated proteolysis of p75NTR,Homo sapiens
11868,R-HSA-3248023,Regulation by TREX1,Homo sapiens
11869,R-HSA-3371378,Regulation by c-FLIP,Homo sapiens
11870,R-HSA-176408,Regulation of APC/C activators between G1/S and early anaphase,Homo sapiens
11871,R-HSA-169911,Regulation of Apoptosis,Homo sapiens
11872,R-HSA-977606,Regulation of Complement cascade,Homo sapiens
11873,R-HSA-9617629,Regulation of FOXO transcriptional activity by acetylation,Homo sapiens
11874,R-HSA-4641263,Regulation of FZD by ubiquitination,Homo sapiens
11875,R-HSA-170822,Regulation of Glucokinase by Glucokinase Regulatory Protein,Homo sapiens
11876,R-HSA-3371453,Regulation of HSF1-mediated heat shock response,Homo sapiens
11877,R-HSA-912694,Regulation of IFNA signaling,Homo sapiens
11878,R-HSA-877312,Regulation of IFNG signaling,Homo sapiens
11879,R-HSA-381426,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),Homo sapiens
11880,R-HSA-1433559,Regulation of KIT signaling,Homo sapiens
11881,R-HSA-9022692,Regulation of MECP2 expression and activity,Homo sapiens
11882,R-HSA-211728,Regulation of PAK-2p34 activity by PS-GAP/RHG10,Homo sapiens
11883,R-HSA-2565942,Regulation of PLK1 Activity at G2/M Transition,Homo sapiens
11884,R-HSA-8943724,Regulation of PTEN gene transcription,Homo sapiens
11885,R-HSA-8948747,Regulation of PTEN localization,Homo sapiens
11886,R-HSA-8943723,Regulation of PTEN mRNA translation,Homo sapiens
11887,R-HSA-8948751,Regulation of PTEN stability and activity,Homo sapiens
11888,R-HSA-5658442,Regulation of RAS by GAPs,Homo sapiens
11889,R-HSA-8934593,Regulation of RUNX1 Expression and Activity,Homo sapiens
11890,R-HSA-8939902,Regulation of RUNX2 expression and activity,Homo sapiens
11891,R-HSA-8941858,Regulation of RUNX3 expression and activity,Homo sapiens
11892,R-HSA-5686938,Regulation of TLR by endogenous ligand,Homo sapiens
11893,R-HSA-5357905,Regulation of TNFR1 signaling,Homo sapiens
11894,R-HSA-5633007,Regulation of TP53 Activity,Homo sapiens
11895,R-HSA-6804758,Regulation of TP53 Activity through Acetylation,Homo sapiens
11896,R-HSA-6804759,Regulation of TP53 Activity through Association with Co-factors,Homo sapiens
11897,R-HSA-6804760,Regulation of TP53 Activity through Methylation,Homo sapiens
11898,R-HSA-6804756,Regulation of TP53 Activity through Phosphorylation,Homo sapiens
11899,R-HSA-6804757,Regulation of TP53 Degradation,Homo sapiens
11900,R-HSA-6804754,Regulation of TP53 Expression,Homo sapiens
11901,R-HSA-6806003,Regulation of TP53 Expression and Degradation,Homo sapiens
11902,R-HSA-2029482,Regulation of actin dynamics for phagocytic cup formation,Homo sapiens
11903,R-HSA-211733,Regulation of activated PAK-2p34 by proteasome mediated degradation,Homo sapiens
11904,R-HSA-186712,Regulation of beta-cell development,Homo sapiens
11905,R-HSA-1655829,Regulation of cholesterol biosynthesis by SREBP (SREBF),Homo sapiens
11906,R-HSA-428542,Regulation of commissural axon pathfinding by SLIT and ROBO,Homo sapiens
11907,R-HSA-8985801,Regulation of cortical dendrite branching,Homo sapiens
11908,R-HSA-446388,Regulation of cytoskeletal remodeling and cell spreading by IPP complex components,Homo sapiens
11909,R-HSA-9010553,Regulation of expression of SLITs and ROBOs,Homo sapiens
11910,R-HSA-191650,Regulation of gap junction activity,Homo sapiens
11911,R-HSA-1234158,Regulation of gene expression by Hypoxia-inducible Factor,Homo sapiens
11912,R-HSA-210745,Regulation of gene expression in beta cells,Homo sapiens
11913,R-HSA-210747,Regulation of gene expression in early pancreatic precursor cells,Homo sapiens
11914,R-HSA-210746,Regulation of gene expression in endocrine-committed (NEUROG3+) progenitor cells,Homo sapiens
11915,R-HSA-210744,Regulation of gene expression in late stage (branching morphogenesis) pancreatic bud precursor cells,Homo sapiens
11916,R-HSA-9634600,"Regulation of glycolysis by fructose 2,6-bisphosphate metabolism",Homo sapiens
11917,R-HSA-3134975,Regulation of innate immune responses to cytosolic DNA,Homo sapiens
11918,R-HSA-422356,Regulation of insulin secretion,Homo sapiens
11919,R-HSA-400206,Regulation of lipid metabolism by PPARalpha,Homo sapiens
11920,R-HSA-9614399,Regulation of localization of FOXO transcription factors,Homo sapiens
11921,R-HSA-450531,Regulation of mRNA stability by proteins that bind AU-rich elements,Homo sapiens
11922,R-HSA-453276,Regulation of mitotic cell cycle,Homo sapiens
11923,R-HSA-5675482,Regulation of necroptotic cell death,Homo sapiens
11924,R-HSA-350562,Regulation of ornithine decarboxylase (ODC),Homo sapiens
11925,R-HSA-204174,Regulation of pyruvate dehydrogenase (PDH) complex,Homo sapiens
11926,R-HSA-912631,Regulation of signaling by CBL,Homo sapiens
11927,R-HSA-1433617,Regulation of signaling by NODAL,Homo sapiens
11928,R-HSA-9627069,Regulation of the apoptosome activity,Homo sapiens
11929,R-HSA-350864,Regulation of thyroid hormone activity,Homo sapiens
11930,R-HSA-444821,Relaxin receptors,Homo sapiens
11931,R-HSA-168298,Release,Homo sapiens
11932,R-HSA-5362798,Release of Hh-Np from the secreting cell,Homo sapiens
11933,R-HSA-111457,Release of apoptotic factors from the mitochondria,Homo sapiens
11934,R-HSA-159782,Removal of aminoterminal propeptides from gamma-carboxylated proteins,Homo sapiens
11935,R-HSA-69166,Removal of the Flap Intermediate,Homo sapiens
